Date,Location,Latitude,Longitude,SST (°C),pH Level,Bleaching Severity,Species Observed,Marine Heatwave,RF_Predicted_Species_Population,RF_Prediction_Confidence,Risk_Cluster
2022-12-14,Caribbean Sea,15.0236,-74.9258,29.03,8.024,Unknown,114,False,114.40621415883128,0.7679702990689681,At-Risk
2022-12-20,Hawaiian Islands,19.8343,-155.5526,29.82,8.001,Unknown,99,False,105.5402785933873,0.7679702990689681,Critical
2022-12-27,Caribbean Sea,15.0133,-75.0218,28.4,8.157,Unknown,117,False,115.71438852813851,0.7679702990689681,At-Risk
2023-01-02,Caribbean Sea,14.9821,-75.0324,29.62,8.019,Unknown,99,False,106.26795238095241,0.7679702990689681,Critical
2023-01-09,Red Sea,20.0661,38.571,27.6,7.975,Unknown,144,False,133.34378643578646,0.7679702990689681,Stable
2023-01-15,Red Sea,19.9658,38.5395,25.54,8.154,High,131,False,136.69252380952383,0.7679702990689681,Stable
2023-01-22,Red Sea,20.0365,38.5007,27.07,8.058,High,144,False,135.86807900432896,0.7679702990689681,Stable
2023-01-29,Red Sea,20.0053,38.5292,31.46,7.912,Unknown,114,True,105.87653571428575,0.7679702990689681,Critical
2023-02-04,Hawaiian Islands,19.902,-155.6277,26.5,8.08,Unknown,153,False,150.11690331890335,0.7679702990689681,Stable
2023-02-11,Caribbean Sea,14.9936,-74.9244,26.32,8.093,Low,122,False,144.36827380952383,0.7679702990689681,Stable
2023-02-17,Caribbean Sea,15.0182,-74.9557,27.87,7.932,High,129,False,127.80269841269839,0.7679702990689681,At-Risk
2023-02-24,Galápagos,-0.932,-90.9454,30.35,7.959,Unknown,111,True,107.00805735930737,0.7679702990689681,Critical
2023-03-03,Caribbean Sea,15.0596,-75.0889,28.98,8.015,Medium,113,False,112.99801971438683,0.7679702990689681,At-Risk
2023-03-09,Red Sea,20.0174,38.4756,27.49,8.072,Medium,113,False,118.08313095238094,0.7679702990689681,At-Risk
2023-03-16,Great Barrier Reef,-18.3414,147.7332,26.78,8.118,Low,144,False,144.77691522366524,0.7679702990689681,Stable
2023-03-22,South China Sea,9.9137,114.9661,30.29,7.965,Low,95,True,100.70594841269842,0.7679702990689681,Critical
2023-03-29,Galápagos,-0.9307,-90.9264,28.12,8.028,High,145,False,129.55143831168834,0.7679702990689681,At-Risk
2023-04-05,South China Sea,10.0869,115.0489,28.63,8.007,High,106,False,112.75380158730157,0.7679702990689681,At-Risk
2023-04-11,Maldives,3.2289,73.2416,30.6,8.04,Low,76,True,89.19454761904764,0.7679702990689681,Critical
2023-04-18,South China Sea,10.0526,114.9501,27.92,8.074,Unknown,155,False,139.6294166666667,0.7679702990689681,Stable
2023-04-24,Great Barrier Reef,-18.1316,147.7295,28.23,8.082,Medium,136,False,118.44175396825402,0.7679702990689681,At-Risk
2023-05-01,Red Sea,19.984,38.5898,28.85,8.068,Low,126,False,119.58880081734189,0.7679702990689681,At-Risk
2023-05-07,Red Sea,20.0211,38.5419,27.57,8.041,Unknown,112,False,123.41553246753244,0.7679702990689681,At-Risk
2023-05-14,Great Barrier Reef,-18.2651,147.7381,29.19,8.12,Unknown,113,False,113.00203968253965,0.7679702990689681,At-Risk
2023-05-21,Hawaiian Islands,19.9302,-155.6374,27.92,8.096,Medium,138,False,129.5203924963925,0.7679702990689681,At-Risk
2023-05-27,Red Sea,19.9853,38.4964,26.22,8.078,Unknown,156,False,149.1890566378067,0.7679702990689681,Stable
2023-06-03,Galápagos,-0.925,-90.9406,28.57,8.049,Low,109,False,109.32605952380949,0.7679702990689681,Critical
2023-06-09,Hawaiian Islands,19.9317,-155.5618,29.24,8.009,Low,80,False,103.00852570738442,0.7679702990689681,Critical
2023-06-16,South China Sea,10.0549,114.9761,27.21,8.111,Low,127,False,130.23266486291487,0.7679702990689681,At-Risk
2023-06-23,Hawaiian Islands,19.9498,-155.5519,29.53,7.961,Medium,127,False,122.30306349206344,0.7679702990689681,At-Risk
2023-06-29,Galápagos,-0.9407,-90.9841,28.72,7.957,Unknown,123,False,121.5641691919192,0.7679702990689681,At-Risk
2023-07-06,Maldives,3.1513,73.1531,26.22,8.151,Medium,133,False,138.8718055555556,0.7679702990689681,Stable
2023-07-12,Caribbean Sea,15.0767,-75.0268,25.94,8.045,Low,164,False,161.3997723665224,0.7679702990689681,Stable
2023-07-19,Galápagos,-0.9616,-90.993,28.74,8.07,Low,134,False,124.55486156597026,0.7679702990689681,At-Risk
2023-07-25,Hawaiian Islands,19.9692,-155.6008,26.51,8.069,Unknown,143,False,150.76040331890334,0.7679702990689681,Stable
2023-08-01,Caribbean Sea,14.9518,-75.0479,29.02,8.037,High,115,False,114.61924301886015,0.7679702990689681,At-Risk
2023-08-08,Caribbean Sea,14.9621,-75.0115,27.11,8.122,Medium,149,False,129.25173376623377,0.7679702990689681,At-Risk
2023-08-14,Maldives,3.1105,73.1742,26.26,8.062,Low,141,False,143.10008333333337,0.7679702990689681,Stable
2023-08-21,South China Sea,9.9275,114.9539,26.99,8.09,Medium,136,False,136.95714285714288,0.7679702990689681,Stable
2023-08-27,Galápagos,-0.9899,-90.9568,27.68,8.053,Low,153,False,134.79367857142856,0.7679702990689681,Stable
2023-09-03,Caribbean Sea,15.067,-75.065,29.74,8.066,Low,90,False,99.85334956709956,0.7679702990689681,Critical
2023-09-10,Red Sea,20.0409,38.5769,26.82,8.038,Unknown,152,False,149.54363672438672,0.7679702990689681,Stable
2023-09-16,Hawaiian Islands,19.9104,-155.5552,29.01,8.059,Low,94,False,115.80495410793121,0.7679702990689681,At-Risk
2023-09-23,Galápagos,-0.9014,-90.9071,28.16,8.055,Low,100,False,109.02404689754692,0.7679702990689681,Critical
2023-09-29,Red Sea,20.0257,38.5286,28.41,8.108,High,115,False,118.00065476190474,0.7679702990689681,At-Risk
2023-10-06,Great Barrier Reef,-18.2589,147.6482,28.46,8.042,Medium,123,False,119.80311111111111,0.7679702990689681,At-Risk
2023-10-12,South China Sea,9.9815,114.9934,29.74,8.003,Unknown,83,False,96.30763023088022,0.7679702990689681,Critical
2023-10-19,Red Sea,20.0875,38.5691,26.56,8.123,Unknown,131,False,136.6603603896104,0.7679702990689681,Stable
2023-10-26,Caribbean Sea,15.0132,-74.9853,28.15,8.018,High,113,False,113.25108825695538,0.7679702990689681,At-Risk
2023-11-01,Great Barrier Reef,-18.3329,147.6576,28.4,8.016,Unknown,131,False,119.0161378066378,0.7679702990689681,At-Risk
2023-11-08,Hawaiian Islands,19.9712,-155.6118,28.86,8.068,Unknown,123,False,125.73969878430749,0.7679702990689681,At-Risk
2023-11-14,Great Barrier Reef,-18.2833,147.7363,29.22,7.974,Medium,125,False,123.24587698412695,0.7679702990689681,At-Risk
2023-11-21,Hawaiian Islands,19.9412,-155.621,28.56,8.083,Medium,116,False,119.71254239766084,0.7679702990689681,At-Risk
2023-11-28,Great Barrier Reef,-18.2335,147.8174,27.32,8.005,Low,136,False,139.73956529581528,0.7679702990689681,Stable
2023-12-04,Galápagos,-0.9177,-90.9771,30.68,7.939,Medium,108,True,107.77460714285718,0.7679702990689681,Critical
2023-12-11,Maldives,3.1725,73.3067,31.49,7.952,Medium,81,True,87.45826190476193,0.7679702990689681,Critical
2023-12-17,Caribbean Sea,15.043,-75.0194,28.43,8.053,Low,91,False,109.68804532766245,0.7679702990689681,Critical
2023-12-24,Red Sea,19.9993,38.4655,27.76,8.137,Medium,108,False,117.29063888888894,0.7679702990689681,At-Risk
2023-12-31,Red Sea,20.0407,38.4861,28.08,8.098,Unknown,129,False,129.46712545787545,0.7679702990689681,At-Risk
