grid_lat,grid_lon,year,month,Plastic_Density_kg_km2,Plastic_Record_Count,Plastic_Types_Present,Ocean_Zone,Species_Count,Unique_Species,Taxonomic_Groups,Dominant_IUCN,Observation_Types,SST_C,pH,Species_Obs,Heatwave_Pct,Country,Waste_Source,Coastal_Risk,Recycling_Rate_Pct,Avg_Temp_C,Temp_Change_C,co2_ppm,CO2_Change_ppm,Sea_Level_Change_mm,Regional_Contribution_Pct,Habitat_Type
21,71,2021,,,,,Arabian_Sea,1.0,1.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,436.7416666666666,1.956,2.754,35.33,Open_Ocean
21,71,2022,,,,,Arabian_Sea,1.0,1.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,439.0366666666667,2.295,3.689,35.33,Open_Ocean
21,71,2024,,,,,Arabian_Sea,8.0,1.0,Aves,LC/Not Evaluated,Human_Observation,,,,,India,Consumer_Goods,High,11.5,,,443.1566666666667,2.111,3.837,35.33,Open_Ocean
21,71,2025,,,,,Arabian_Sea,6.0,4.0,Aves,LC/Not Evaluated,Human_Observation|Scientific,,,,,India,Consumer_Goods,High,11.5,,,,,,35.33,Open_Ocean
21,72,2016,5.0,0.0269060844110993,1.0,PET,Arabian_Sea,,,,,,28.52,8.103399999999999,123.0,0.4,India,Consumer_Goods,High,11.5,,,426.5366666666666,2.117,3.718,35.33,Mangrove
21,72,2020,,,,,Arabian_Sea,1.0,1.0,Mammalia,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,434.78583333333336,2.171,4.287,35.33,Mangrove
21,72,2023,,,,,Arabian_Sea,1.0,1.0,Aves,LC/Not Evaluated,Citizen_Science,,,,,India,Consumer_Goods,High,11.5,,,441.04583333333335,2.009,4.08,35.33,Mangrove
21,72,2024,,,,,Arabian_Sea,12.0,4.0,Aves,LC/Not Evaluated,Citizen_Science|Human_Observation|Scientific,,,,,India,Consumer_Goods,High,11.5,,,443.1566666666667,2.111,3.837,35.33,Mangrove
21,72,2025,,,,,Arabian_Sea,16.0,5.0,Aves,LC/Not Evaluated,Citizen_Science|Scientific,,,,,India,Consumer_Goods,High,11.5,,,,,,35.33,Mangrove
21,73,2016,6.0,0.0325315591564616,1.0,PVC,Arabian_Sea,,,,,,28.44,8.0762,125.2,0.2,India,Consumer_Goods,High,11.5,,,426.5366666666666,2.117,3.718,35.33,Mangrove
21,73,2024,,,,,Arabian_Sea,4.0,3.0,Aves,LC/Not Evaluated,Human_Observation|Scientific,,,,,India,Consumer_Goods,High,11.5,,,443.1566666666667,2.111,3.837,35.33,Mangrove
21,73,2025,,,,,Arabian_Sea,5.0,3.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,,,,35.33,Mangrove
21,75,2021,,,,,Arabian_Sea,2.0,1.0,Aves,LC/Not Evaluated,Citizen_Science|Scientific,,,,,India,Consumer_Goods,High,11.5,,,436.7416666666666,1.956,2.754,35.33,Open_Ocean
21,75,2024,,,,,Arabian_Sea,2.0,2.0,Aves,LC/Not Evaluated,Citizen_Science|Scientific,,,,,India,Consumer_Goods,High,11.5,,,443.1566666666667,2.111,3.837,35.33,Open_Ocean
21,75,2025,,,,,Arabian_Sea,39.0,10.0,Aves,LC/Not Evaluated,Citizen_Science|Human_Observation|Scientific,,,,,India,Consumer_Goods,High,11.5,,,,,,35.33,Open_Ocean
21,76,2025,,,,,Bay_of_Bengal,10.0,4.0,Aves,LC/Not Evaluated,Human_Observation|Scientific,,,,,India,Consumer_Goods,High,11.5,,,,,,26.26,Open_Ocean
21,77,2015,,,,,Bay_of_Bengal,1.0,1.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,16.058583333333335,,424.42,,,26.26,Open_Ocean
21,77,2024,,,,,Bay_of_Bengal,1.0,1.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,443.1566666666667,2.111,3.837,26.26,Open_Ocean
21,77,2025,,,,,Bay_of_Bengal,21.0,9.0,Aves,LC/Not Evaluated,Citizen_Science|Human_Observation|Scientific,,,,,India,Consumer_Goods,High,11.5,,,,,,26.26,Open_Ocean
21,78,2025,,,,,Bay_of_Bengal,1.0,1.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,,,,26.26,Open_Ocean
21,79,2016,,,,,Bay_of_Bengal,1.0,1.0,Aves,LC/Not Evaluated,Citizen_Science,,,,,India,Consumer_Goods,High,11.5,,,426.5366666666666,2.117,3.718,26.26,Open_Ocean
21,79,2019,,,,,Bay_of_Bengal,2.0,2.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,432.615,1.971,2.326,26.26,Open_Ocean
21,79,2021,,,,,Bay_of_Bengal,2.0,1.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,436.7416666666666,1.956,2.754,26.26,Open_Ocean
21,79,2023,,,,,Bay_of_Bengal,5.0,3.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,441.04583333333335,2.009,4.08,26.26,Open_Ocean
21,79,2024,,,,,Bay_of_Bengal,3.0,2.0,Aves,LC/Not Evaluated,Citizen_Science|Scientific,,,,,India,Consumer_Goods,High,11.5,,,443.1566666666667,2.111,3.837,26.26,Open_Ocean
21,79,2025,,,,,Bay_of_Bengal,19.0,10.0,Aves,LC/Not Evaluated,Human_Observation|Scientific,,,,,India,Consumer_Goods,High,11.5,,,,,,26.26,Open_Ocean
21,80,2020,,,,,Bay_of_Bengal,1.0,1.0,Aves,LC/Not Evaluated,Citizen_Science,,,,,India,Consumer_Goods,High,11.5,,,434.78583333333336,2.171,4.287,26.26,Open_Ocean
21,80,2021,,,,,Bay_of_Bengal,1.0,1.0,Aves,LC/Not Evaluated,Citizen_Science,,,,,India,Consumer_Goods,High,11.5,,,436.7416666666666,1.956,2.754,26.26,Open_Ocean
21,80,2025,,,,,Bay_of_Bengal,3.0,2.0,Aves,LC/Not Evaluated,Citizen_Science|Scientific,,,,,India,Consumer_Goods,High,11.5,,,,,,26.26,Open_Ocean
21,81,2016,,,,,Bay_of_Bengal,3.0,3.0,Aves,LC/Not Evaluated,Citizen_Science|Scientific,,,,,India,Consumer_Goods,High,11.5,,,426.5366666666666,2.117,3.718,26.26,Open_Ocean
21,81,2017,,,,,Bay_of_Bengal,1.0,1.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,428.605,2.068,2.529,26.26,Open_Ocean
21,81,2018,,,,,Bay_of_Bengal,4.0,2.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,430.64416666666665,2.039,4.289,26.26,Open_Ocean
21,81,2019,,,,,Bay_of_Bengal,9.0,5.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,432.615,1.971,2.326,26.26,Open_Ocean
21,81,2020,,,,,Bay_of_Bengal,13.0,8.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,434.78583333333336,2.171,4.287,26.26,Open_Ocean
21,81,2021,,,,,Bay_of_Bengal,18.0,4.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,436.7416666666666,1.956,2.754,26.26,Open_Ocean
21,81,2022,,,,,Bay_of_Bengal,1.0,1.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,439.0366666666667,2.295,3.689,26.26,Open_Ocean
21,81,2023,,,,,Bay_of_Bengal,1.0,1.0,Aves,LC/Not Evaluated,Citizen_Science,,,,,India,Consumer_Goods,High,11.5,,,441.04583333333335,2.009,4.08,26.26,Open_Ocean
21,81,2024,,,,,Bay_of_Bengal,1.0,1.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,443.1566666666667,2.111,3.837,26.26,Open_Ocean
21,81,2025,,,,,Bay_of_Bengal,9.0,6.0,Aves,LC/Not Evaluated,Citizen_Science|Human_Observation|Scientific,,,,,India,Consumer_Goods,High,11.5,,,,,,26.26,Open_Ocean
21,82,2017,,,,,Bay_of_Bengal,1.0,1.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,428.605,2.068,2.529,26.26,Open_Ocean
21,82,2018,,,,,Bay_of_Bengal,3.0,3.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,430.64416666666665,2.039,4.289,26.26,Open_Ocean
21,82,2019,,,,,Bay_of_Bengal,2.0,2.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,432.615,1.971,2.326,26.26,Open_Ocean
21,82,2021,,,,,Bay_of_Bengal,1.0,1.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,436.7416666666666,1.956,2.754,26.26,Open_Ocean
21,82,2024,,,,,Bay_of_Bengal,1.0,1.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,443.1566666666667,2.111,3.837,26.26,Open_Ocean
21,82,2025,,,,,Bay_of_Bengal,2.0,1.0,Aves,LC/Not Evaluated,Human_Observation|Scientific,,,,,India,Consumer_Goods,High,11.5,,,,,,26.26,Open_Ocean
21,83,2019,,,,,Bay_of_Bengal,1.0,1.0,Aves,LC/Not Evaluated,Citizen_Science,,,,,India,Consumer_Goods,High,11.5,,,432.615,1.971,2.326,26.26,Open_Ocean
21,83,2024,,,,,Bay_of_Bengal,1.0,1.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,443.1566666666667,2.111,3.837,26.26,Open_Ocean
21,86,2018,,,,,Bay_of_Bengal,1.0,1.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,430.64416666666665,2.039,4.289,26.26,Open_Ocean
21,86,2022,,,,,Bay_of_Bengal,2.0,2.0,Aves,LC/Not Evaluated,Citizen_Science|Scientific,,,,,India,Consumer_Goods,High,11.5,,,439.0366666666667,2.295,3.689,26.26,Open_Ocean
21,86,2024,,,,,Bay_of_Bengal,2.0,2.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,443.1566666666667,2.111,3.837,26.26,Open_Ocean
21,87,2018,,,,,Bay_of_Bengal,2.0,1.0,Mammalia,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,430.64416666666665,2.039,4.289,26.26,Mangrove
21,87,2019,,,,,Bay_of_Bengal,6.0,4.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,432.615,1.971,2.326,26.26,Mangrove
21,87,2020,,,,,Bay_of_Bengal,1.0,1.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,434.78583333333336,2.171,4.287,26.26,Mangrove
21,87,2021,,,,,Bay_of_Bengal,2.0,1.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,436.7416666666666,1.956,2.754,26.26,Mangrove
21,87,2024,,,,,Bay_of_Bengal,1.0,1.0,Aves,LC/Not Evaluated,Human_Observation,,,,,India,Consumer_Goods,High,11.5,,,443.1566666666667,2.111,3.837,26.26,Mangrove
21,88,2015,,,,,Bay_of_Bengal,1.0,1.0,Mammalia,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,16.058583333333335,,424.42,,,26.26,Mangrove
21,88,2016,,,,,Bay_of_Bengal,1.0,1.0,Mammalia,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,426.5366666666666,2.117,3.718,26.26,Mangrove
21,88,2018,,,,,Bay_of_Bengal,1.0,1.0,Mammalia,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,430.64416666666665,2.039,4.289,26.26,Mangrove
21,88,2019,,,,,Bay_of_Bengal,1.0,1.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,432.615,1.971,2.326,26.26,Mangrove
21,88,2021,,,,,Bay_of_Bengal,4.0,3.0,Aves|Mammalia,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,436.7416666666666,1.956,2.754,26.26,Mangrove
21,88,2022,,,,,Bay_of_Bengal,5.0,2.0,Aves|Mammalia,LC/Not Evaluated,Human_Observation|Scientific,,,,,India,Consumer_Goods,High,11.5,,,439.0366666666667,2.295,3.689,26.26,Mangrove
21,88,2023,,,,,Bay_of_Bengal,1.0,1.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,441.04583333333335,2.009,4.08,26.26,Mangrove
21,88,2024,,,,,Bay_of_Bengal,21.0,5.0,Aves|Mammalia|Pisces,LC/Not Evaluated,Human_Observation|Scientific,,,,,India,Consumer_Goods,High,11.5,,,443.1566666666667,2.111,3.837,26.26,Mangrove
21,88,2025,,,,,Bay_of_Bengal,4.0,3.0,Aves|Reptilia,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,,,,26.26,Mangrove
21,89,2023,,,,,Bay_of_Bengal,22.0,3.0,Mammalia,LC/Not Evaluated,Human_Observation,,,,,India,Consumer_Goods,High,11.5,,,441.04583333333335,2.009,4.08,26.26,Mangrove
22,68,2017,,,,,Arabian_Sea,1.0,1.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,428.605,2.068,2.529,35.33,Open_Ocean
22,68,2022,,,,,Arabian_Sea,1.0,1.0,Reptilia,VU,Scientific,,,,,India,Consumer_Goods,High,11.5,,,439.0366666666667,2.295,3.689,35.33,Open_Ocean
22,68,2023,,,,,Arabian_Sea,2.0,1.0,Reptilia,VU,Human_Observation,,,,,India,Consumer_Goods,High,11.5,,,441.04583333333335,2.009,4.08,35.33,Open_Ocean
22,68,2024,,,,,Arabian_Sea,1.0,1.0,Aves,LC/Not Evaluated,Citizen_Science,,,,,India,Consumer_Goods,High,11.5,,,443.1566666666667,2.111,3.837,35.33,Open_Ocean
22,68,2025,,,,,Arabian_Sea,14.0,6.0,Aves|Reptilia,LC/Not Evaluated,Citizen_Science|Human_Observation|Scientific,,,,,India,Consumer_Goods,High,11.5,,,,,,35.33,Open_Ocean
22,69,2016,,,,,Arabian_Sea,1.0,1.0,Mammalia,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,426.5366666666666,2.117,3.718,35.33,Open_Ocean
22,69,2017,,,,,Arabian_Sea,2.0,2.0,Aves,LC/Not Evaluated,Citizen_Science|Scientific,,,,,India,Consumer_Goods,High,11.5,,,428.605,2.068,2.529,35.33,Open_Ocean
22,69,2018,,,,,Arabian_Sea,4.0,4.0,Aves|Mammalia|Pisces,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,430.64416666666665,2.039,4.289,35.33,Open_Ocean
22,69,2019,,,,,Arabian_Sea,1.0,1.0,Reptilia,VU,Scientific,,,,,India,Consumer_Goods,High,11.5,,,432.615,1.971,2.326,35.33,Open_Ocean
22,69,2020,,,,,Arabian_Sea,3.0,1.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,434.78583333333336,2.171,4.287,35.33,Open_Ocean
22,69,2022,,,,,Arabian_Sea,1.0,1.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,439.0366666666667,2.295,3.689,35.33,Open_Ocean
22,69,2023,,,,,Arabian_Sea,1.0,1.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,441.04583333333335,2.009,4.08,35.33,Open_Ocean
22,69,2024,,,,,Arabian_Sea,11.0,5.0,Aves,LC/Not Evaluated,Human_Observation,,,,,India,Consumer_Goods,High,11.5,,,443.1566666666667,2.111,3.837,35.33,Open_Ocean
22,69,2025,,,,,Arabian_Sea,21.0,6.0,Aves|Mammalia|Reptilia,LC/Not Evaluated,Citizen_Science|Human_Observation|Scientific,,,,,India,Consumer_Goods,High,11.5,,,,,,35.33,Open_Ocean
22,70,2015,2.0,0.0348925890111433,1.0,PVC,Arabian_Sea,,,,,,27.8575,8.02175,123.0,0.0,India,Consumer_Goods,High,11.5,16.058583333333335,,424.42,,,35.33,Open_Ocean
22,70,2017,,,,,Arabian_Sea,1.0,1.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,428.605,2.068,2.529,35.33,Open_Ocean
22,70,2019,,,,,Arabian_Sea,4.0,2.0,Mammalia,LC/Not Evaluated,Human_Observation|Scientific,,,,,India,Consumer_Goods,High,11.5,,,432.615,1.971,2.326,35.33,Open_Ocean
22,70,2020,,,,,Arabian_Sea,8.0,5.0,Aves,LC/Not Evaluated,Citizen_Science|Scientific,,,,,India,Consumer_Goods,High,11.5,,,434.78583333333336,2.171,4.287,35.33,Open_Ocean
22,70,2022,,,,,Arabian_Sea,1.0,1.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,439.0366666666667,2.295,3.689,35.33,Open_Ocean
22,70,2024,,,,,Arabian_Sea,27.0,4.0,Aves,LC/Not Evaluated,Human_Observation|Scientific,,,,,India,Consumer_Goods,High,11.5,,,443.1566666666667,2.111,3.837,35.33,Open_Ocean
22,70,2025,,,,,Arabian_Sea,5.0,2.0,Aves,LC/Not Evaluated,Citizen_Science|Human_Observation,,,,,India,Consumer_Goods,High,11.5,,,,,,35.33,Open_Ocean
22,71,2016,7.0,0.0135935916314922,1.0,PS,Arabian_Sea,,,,,,28.0475,8.072,125.25,0.0,India,Consumer_Goods,High,11.5,,,426.5366666666666,2.117,3.718,35.33,Open_Ocean
22,71,2016,9.0,0.0287353808384,1.0,PE,Arabian_Sea,,,,,,27.562,8.126999999999999,136.0,0.0,India,Consumer_Goods,High,11.5,,,426.5366666666666,2.117,3.718,35.33,Open_Ocean
22,71,2017,,,,,Arabian_Sea,3.0,1.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,428.605,2.068,2.529,35.33,Open_Ocean
22,71,2020,,,,,Arabian_Sea,3.0,3.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,434.78583333333336,2.171,4.287,35.33,Open_Ocean
22,71,2022,,,,,Arabian_Sea,1.0,1.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,439.0366666666667,2.295,3.689,35.33,Open_Ocean
22,71,2024,,,,,Arabian_Sea,17.0,2.0,Aves|Mammalia,LC/Not Evaluated,Human_Observation|Scientific,,,,,India,Consumer_Goods,High,11.5,,,443.1566666666667,2.111,3.837,35.33,Open_Ocean
22,71,2025,,,,,Arabian_Sea,13.0,5.0,Aves,LC/Not Evaluated,Citizen_Science|Scientific,,,,,India,Consumer_Goods,High,11.5,,,,,,35.33,Open_Ocean
22,72,2016,,,,,Arabian_Sea,3.0,2.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,426.5366666666666,2.117,3.718,35.33,Mangrove
22,72,2017,,,,,Arabian_Sea,9.0,5.0,Aves|Mammalia,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,428.605,2.068,2.529,35.33,Mangrove
22,72,2018,,,,,Arabian_Sea,2.0,2.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,430.64416666666665,2.039,4.289,35.33,Mangrove
22,72,2019,,,,,Arabian_Sea,5.0,2.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,432.615,1.971,2.326,35.33,Mangrove
22,72,2020,,,,,Arabian_Sea,1.0,1.0,Aves,LC/Not Evaluated,Citizen_Science,,,,,India,Consumer_Goods,High,11.5,,,434.78583333333336,2.171,4.287,35.33,Mangrove
22,72,2021,,,,,Arabian_Sea,8.0,4.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,436.7416666666666,1.956,2.754,35.33,Mangrove
22,72,2022,,,,,Arabian_Sea,5.0,3.0,Aves,LC/Not Evaluated,Citizen_Science|Scientific,,,,,India,Consumer_Goods,High,11.5,,,439.0366666666667,2.295,3.689,35.33,Mangrove
22,72,2023,,,,,Arabian_Sea,17.0,6.0,Aves,LC/Not Evaluated,Citizen_Science|Scientific,,,,,India,Consumer_Goods,High,11.5,,,441.04583333333335,2.009,4.08,35.33,Mangrove
22,72,2024,,,,,Arabian_Sea,64.0,8.0,Aves,LC/Not Evaluated,Citizen_Science|Human_Observation|Scientific,,,,,India,Consumer_Goods,High,11.5,,,443.1566666666667,2.111,3.837,35.33,Mangrove
22,72,2025,,,,,Arabian_Sea,69.0,14.0,Aves,LC/Not Evaluated,Citizen_Science|Human_Observation|Scientific,,,,,India,Consumer_Goods,High,11.5,,,,,,35.33,Mangrove
22,73,2021,,,,,Arabian_Sea,2.0,1.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,436.7416666666666,1.956,2.754,35.33,Mangrove
22,73,2022,,,,,Arabian_Sea,1.0,1.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,439.0366666666667,2.295,3.689,35.33,Mangrove
22,73,2023,,,,,Arabian_Sea,2.0,2.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,441.04583333333335,2.009,4.08,35.33,Mangrove
22,73,2024,,,,,Arabian_Sea,5.0,3.0,Aves,LC/Not Evaluated,Human_Observation|Scientific,,,,,India,Consumer_Goods,High,11.5,,,443.1566666666667,2.111,3.837,35.33,Mangrove
22,73,2025,,,,,Arabian_Sea,11.0,6.0,Aves,LC/Not Evaluated,Human_Observation|Scientific,,,,,India,Consumer_Goods,High,11.5,,,,,,35.33,Mangrove
22,74,2023,,,,,Arabian_Sea,3.0,2.0,Aves,LC/Not Evaluated,Citizen_Science|Scientific,,,,,India,Consumer_Goods,High,11.5,,,441.04583333333335,2.009,4.08,35.33,Open_Ocean
22,75,2015,10.0,0.0254129066595118,1.0,PVC,Arabian_Sea,,,,,,28.610000000000003,8.0198,124.6,0.0,India,Consumer_Goods,High,11.5,16.058583333333335,,424.42,,,35.33,Open_Ocean
22,75,2019,,,,,Arabian_Sea,1.0,1.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,432.615,1.971,2.326,35.33,Open_Ocean
22,75,2020,,,,,Arabian_Sea,1.0,1.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,434.78583333333336,2.171,4.287,35.33,Open_Ocean
22,76,2020,,,,,Bay_of_Bengal,1.0,1.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,434.78583333333336,2.171,4.287,26.26,Open_Ocean
22,76,2025,,,,,Bay_of_Bengal,1.0,1.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,,,,26.26,Open_Ocean
22,77,2019,,,,,Bay_of_Bengal,2.0,2.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,432.615,1.971,2.326,26.26,Open_Ocean
22,77,2022,,,,,Bay_of_Bengal,2.0,1.0,Aves,LC/Not Evaluated,Citizen_Science,,,,,India,Consumer_Goods,High,11.5,,,439.0366666666667,2.295,3.689,26.26,Open_Ocean
22,77,2024,,,,,Bay_of_Bengal,6.0,1.0,Mammalia,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,443.1566666666667,2.111,3.837,26.26,Open_Ocean
22,77,2025,,,,,Bay_of_Bengal,2.0,2.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,,,,26.26,Open_Ocean
22,78,2015,,,,,Bay_of_Bengal,2.0,1.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,16.058583333333335,,424.42,,,26.26,Open_Ocean
22,78,2018,,,,,Bay_of_Bengal,3.0,1.0,Aves,LC/Not Evaluated,Citizen_Science,,,,,India,Consumer_Goods,High,11.5,,,430.64416666666665,2.039,4.289,26.26,Open_Ocean
22,78,2020,,,,,Bay_of_Bengal,2.0,1.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,434.78583333333336,2.171,4.287,26.26,Open_Ocean
22,78,2022,,,,,Bay_of_Bengal,1.0,1.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,439.0366666666667,2.295,3.689,26.26,Open_Ocean
22,78,2025,,,,,Bay_of_Bengal,32.0,10.0,Aves,LC/Not Evaluated,Citizen_Science|Human_Observation|Scientific,,,,,India,Consumer_Goods,High,11.5,,,,,,26.26,Open_Ocean
22,79,2015,9.0,0.0106786515445424,1.0,PVC,Bay_of_Bengal,,,,,,29.066000000000003,8.0338,114.0,0.2,India,Consumer_Goods,High,11.5,16.058583333333335,,424.42,,,26.26,Open_Ocean
22,79,2024,,,,,Bay_of_Bengal,1.0,1.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,443.1566666666667,2.111,3.837,26.26,Open_Ocean
22,79,2025,,,,,Bay_of_Bengal,3.0,1.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,,,,26.26,Open_Ocean
22,80,2015,,,,,Bay_of_Bengal,2.0,2.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,16.058583333333335,,424.42,,,26.26,Open_Ocean
22,80,2016,,,,,Bay_of_Bengal,1.0,1.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,426.5366666666666,2.117,3.718,26.26,Open_Ocean
22,80,2017,,,,,Bay_of_Bengal,1.0,1.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,428.605,2.068,2.529,26.26,Open_Ocean
22,80,2018,,,,,Bay_of_Bengal,2.0,2.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,430.64416666666665,2.039,4.289,26.26,Open_Ocean
22,80,2019,,,,,Bay_of_Bengal,1.0,1.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,432.615,1.971,2.326,26.26,Open_Ocean
22,80,2021,,,,,Bay_of_Bengal,2.0,2.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,436.7416666666666,1.956,2.754,26.26,Open_Ocean
22,80,2023,,,,,Bay_of_Bengal,3.0,3.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,441.04583333333335,2.009,4.08,26.26,Open_Ocean
22,80,2025,,,,,Bay_of_Bengal,15.0,9.0,Aves,LC/Not Evaluated,Citizen_Science|Human_Observation|Scientific,,,,,India,Consumer_Goods,High,11.5,,,,,,26.26,Open_Ocean
22,81,2017,,,,,Bay_of_Bengal,1.0,1.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,428.605,2.068,2.529,26.26,Open_Ocean
22,81,2025,,,,,Bay_of_Bengal,7.0,4.0,Aves,LC/Not Evaluated,Citizen_Science|Human_Observation|Scientific,,,,,India,Consumer_Goods,High,11.5,,,,,,26.26,Open_Ocean
22,82,2021,,,,,Bay_of_Bengal,1.0,1.0,Aves,LC/Not Evaluated,Scientific,,,,,India,Consumer_Goods,High,11.5,,,436.7416666666666,1.956,2.754,26.26,Open_Ocean
