species_scientific_name,species_common_name,taxonomic_group,family,latitude,longitude,country,state_province,event_date,year,month,data_source,observation_type,occurrence_id,india_role,migration_season,location_type,seasonal_density,iucn_red_list_status,grid_lat,grid_lon,Habitat_Type
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,8.9245552,76.7330084,India,Tamil Nadu / Kerala,,2025,10,iNaturalist,Scientific,325659878,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,LC/Not Evaluated,8,76,Coral_Reef
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,20.75072,73.49521,India,Coastal India / Marine,,2025,8,iNaturalist,Scientific,325643254,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,LC/Not Evaluated,20,73,Mangrove
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,20.75072,73.49521,India,Coastal India / Marine,,2025,8,iNaturalist,Scientific,325643253,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,LC/Not Evaluated,20,73,Mangrove
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,26.4005525682,89.3887592566,India,Coastal India / Marine,,2025,10,iNaturalist,Scientific,325454172,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,LC/Not Evaluated,26,89,Open_Ocean
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,20.7982935305,73.4661355182,India,Coastal India / Marine,,2025,8,iNaturalist,Scientific,325383108,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,LC/Not Evaluated,20,73,Mangrove
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,8.9301811,76.7276123,India,Tamil Nadu / Kerala,,2025,11,iNaturalist,Scientific,325141082,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,8,76,Coral_Reef
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,20.8009871889,73.4595630353,India,Coastal India / Marine,,2025,8,iNaturalist,Scientific,325089817,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,LC/Not Evaluated,20,73,Mangrove
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,20.3362781443,85.834374477,India,Coastal India / Marine,,2025,10,iNaturalist,Scientific,325049665,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,LC/Not Evaluated,20,85,Open_Ocean
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,11.2879450997,75.91866,India,Coastal India / Marine,,2025,10,iNaturalist,Scientific,325008788,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,LC/Not Evaluated,11,75,Open_Ocean
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,26.8452736403,80.951817669,India,Coastal India / Marine,,2025,11,iNaturalist,Scientific,324888798,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,26,80,Open_Ocean
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,12.2898580765,77.4273437262,India,Tamil Nadu / Kerala,,2025,11,iNaturalist,Scientific,324665447,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,12,77,Coral_Reef
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,15.196372358,74.5433133701,India,Coastal India / Marine,,2025,11,iNaturalist,Scientific,324512716,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,15,74,Coral_Reef
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,28.4550466007,80.8877648413,India,Coastal India / Marine,,2025,10,iNaturalist,Scientific,324509797,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,LC/Not Evaluated,28,80,Open_Ocean
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,10.1736701,76.4391363,India,Tamil Nadu / Kerala,,2025,11,iNaturalist,Scientific,324469964,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,10,76,Coral_Reef
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,11.5570873821,76.6456763193,India,Tamil Nadu / Kerala,,2025,10,iNaturalist,Scientific,324289674,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,LC/Not Evaluated,11,76,Coral_Reef
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,18.5221944171,72.9889696255,India,Maharashtra (Coastal),,2025,10,iNaturalist,Scientific,324275750,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,LC/Not Evaluated,18,72,Open_Ocean
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,23.6461509,88.1215884,India,West Bengal / Assam,,2025,10,iNaturalist,Scientific,323844412,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,LC/Not Evaluated,23,88,Mangrove
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,26.8332339832,88.3407093957,India,Coastal India / Marine,,2025,10,iNaturalist,Scientific,323785925,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,LC/Not Evaluated,26,88,Open_Ocean
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,10.3490658,76.2233741,India,Tamil Nadu / Kerala,,2025,10,iNaturalist,Scientific,323633621,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,LC/Not Evaluated,10,76,Coral_Reef
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,22.6918636665,88.3252286916,India,West Bengal / Assam,,2025,10,iNaturalist,Scientific,323608134,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,LC/Not Evaluated,22,88,Mangrove
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,15.4945600947,73.9377509058,India,Coastal India / Marine,,2024,12,iNaturalist,Scientific,323592572,Winter Visitor,Winter (Peak),Terrestrial,High,LC/Not Evaluated,15,73,Coral_Reef
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,20.3798844859,85.8236426488,India,Coastal India / Marine,,2025,10,iNaturalist,Scientific,323141928,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,LC/Not Evaluated,20,85,Open_Ocean
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,22.2237204777,88.0369840935,India,West Bengal / Assam,,2025,10,iNaturalist,Scientific,323118594,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,LC/Not Evaluated,22,88,Mangrove
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,22.5846102972,88.4161626175,India,West Bengal / Assam,,2025,10,iNaturalist,Scientific,323097919,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,LC/Not Evaluated,22,88,Mangrove
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,29.9153806,78.0969076,India,Coastal India / Marine,,2025,10,iNaturalist,Scientific,322902200,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,LC/Not Evaluated,29,78,Open_Ocean
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,25.4416010876,81.968674912,India,Coastal India / Marine,,2025,10,iNaturalist,Scientific,322712672,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,LC/Not Evaluated,25,81,Open_Ocean
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,29.9153806,78.0969076,India,Coastal India / Marine,,2025,10,iNaturalist,Scientific,322539837,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,LC/Not Evaluated,29,78,Open_Ocean
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,11.787489399,75.5931640416,India,Coastal India / Marine,,2025,10,iNaturalist,Scientific,322528616,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,LC/Not Evaluated,11,75,Open_Ocean
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,12.4542274157,75.382253176,India,Coastal India / Marine,,2025,10,iNaturalist,Scientific,322400935,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,LC/Not Evaluated,12,75,Open_Ocean
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,12.4542274157,75.382253176,India,Coastal India / Marine,,2025,10,iNaturalist,Scientific,322233323,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,LC/Not Evaluated,12,75,Open_Ocean
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,12.751686,75.480757,India,Coastal India / Marine,,2025,10,iNaturalist,Scientific,322225598,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,LC/Not Evaluated,12,75,Open_Ocean
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,21.8278159429,79.6301497329,India,Coastal India / Marine,,2025,10,iNaturalist,Scientific,321871200,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,LC/Not Evaluated,21,79,Open_Ocean
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,15.7159133333,73.7111766667,India,Coastal India / Marine,,2025,2,iNaturalist,Scientific,321837607,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,15,73,Coral_Reef
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,15.719125,73.7092333333,India,Coastal India / Marine,,2025,2,iNaturalist,Scientific,321837418,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,15,73,Coral_Reef
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,11.99254034,75.4490385577,India,Coastal India / Marine,,2025,10,iNaturalist,Scientific,321833476,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,LC/Not Evaluated,11,75,Open_Ocean
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,15.7223062,73.9790586,India,Coastal India / Marine,,2024,12,iNaturalist,Scientific,321017960,Winter Visitor,Winter (Peak),Terrestrial,High,LC/Not Evaluated,15,73,Coral_Reef
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,20.1948054874,85.795868039,India,Coastal India / Marine,,2025,10,iNaturalist,Scientific,320817818,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,LC/Not Evaluated,20,85,Open_Ocean
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,15.71374,73.6990166667,India,Coastal India / Marine,,2025,2,iNaturalist,Scientific,320531442,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,15,73,Coral_Reef
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,10.4510288037,76.3698888679,India,Tamil Nadu / Kerala,,2025,10,iNaturalist,Scientific,320367284,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,LC/Not Evaluated,10,76,Coral_Reef
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,15.7134883333,73.698695,India,Coastal India / Marine,,2025,1,iNaturalist,Scientific,320357576,Winter Visitor,Winter (Peak),Terrestrial,High,LC/Not Evaluated,15,73,Coral_Reef
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,19.21,72.8978,India,Maharashtra (Coastal),,2025,9,iNaturalist,Scientific,320356870,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,LC/Not Evaluated,19,72,Mangrove
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,13.6165723611,79.3983077778,India,Coastal India / Marine,,2025,10,iNaturalist,Scientific,320348682,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,LC/Not Evaluated,13,79,Open_Ocean
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,10.3269734,76.9553967,India,Tamil Nadu / Kerala,,2023,3,iNaturalist,Scientific,319700223,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,10,76,Coral_Reef
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,20.1686571661,85.5426131934,India,Coastal India / Marine,,2025,10,iNaturalist,Scientific,319572276,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,LC/Not Evaluated,20,85,Open_Ocean
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,26.6522718685,93.3958445489,India,Coastal India / Marine,,2022,4,iNaturalist,Scientific,319358940,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,26,93,Open_Ocean
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,23.6540074,88.1204883,India,West Bengal / Assam,,2025,10,iNaturalist,Scientific,319314713,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,LC/Not Evaluated,23,88,Mangrove
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,23.6540159997,88.1204975997,India,West Bengal / Assam,,2025,10,iNaturalist,Scientific,319314712,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,LC/Not Evaluated,23,88,Mangrove
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,10.1298124875,76.68706242,India,Tamil Nadu / Kerala,,2025,10,iNaturalist,Scientific,319192021,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,LC/Not Evaluated,10,76,Coral_Reef
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,20.1995983877,85.7939904928,India,Coastal India / Marine,,2025,10,iNaturalist,Scientific,319109164,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,LC/Not Evaluated,20,85,Open_Ocean
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,20.1995983877,85.7939904928,India,Coastal India / Marine,,2025,10,iNaturalist,Scientific,319108744,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,LC/Not Evaluated,20,85,Open_Ocean
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,20.201151518,85.7993602738,India,Coastal India / Marine,,2025,10,iNaturalist,Scientific,319084277,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,LC/Not Evaluated,20,85,Open_Ocean
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,20.201151518,85.7993602738,India,Coastal India / Marine,,2025,10,iNaturalist,Scientific,319082345,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,LC/Not Evaluated,20,85,Open_Ocean
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,19.6537500945,85.1137340069,India,Coastal India / Marine,,2025,10,iNaturalist,Scientific,318925076,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,LC/Not Evaluated,19,85,Open_Ocean
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,19.6537500945,85.1137340069,India,Coastal India / Marine,,2025,10,iNaturalist,Scientific,318924833,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,LC/Not Evaluated,19,85,Open_Ocean
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,10.1398230563,76.6819793455,India,Tamil Nadu / Kerala,,2025,10,iNaturalist,Scientific,318816899,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,LC/Not Evaluated,10,76,Coral_Reef
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,13.9872210294,74.5569113642,India,Coastal India / Marine,,2025,10,iNaturalist,Scientific,318573587,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,LC/Not Evaluated,13,74,Coral_Reef
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,26.625550855,94.3580961227,India,Coastal India / Marine,,2025,10,iNaturalist,Scientific,318514496,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,LC/Not Evaluated,26,94,Open_Ocean
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,20.2717885,79.3875706,India,Coastal India / Marine,,2022,2,iNaturalist,Scientific,318201056,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,20,79,Open_Ocean
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,22.6888266,88.4397749,India,West Bengal / Assam,,2025,10,iNaturalist,Scientific,318154131,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,LC/Not Evaluated,22,88,Mangrove
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,21.6494545517,79.2451146618,India,Coastal India / Marine,,2023,11,iNaturalist,Scientific,317772163,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,21,79,Open_Ocean
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,19.4883770958,73.5535234585,India,Maharashtra (Coastal),,2025,9,iNaturalist,Scientific,317507611,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,LC/Not Evaluated,19,73,Mangrove
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,12.0323463274,75.2566564456,India,Coastal India / Marine,,2025,6,iNaturalist,Scientific,317499430,Passage Migrant,Monsoon/Breeding,Terrestrial,High,LC/Not Evaluated,12,75,Open_Ocean
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,12.0323463274,75.2566564456,India,Coastal India / Marine,,2025,6,iNaturalist,Scientific,317499361,Passage Migrant,Monsoon/Breeding,Terrestrial,High,LC/Not Evaluated,12,75,Open_Ocean
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,21.6495224,79.2451149,India,Coastal India / Marine,,2023,4,iNaturalist,Scientific,317236361,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,21,79,Open_Ocean
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,22.3345132,80.611513,India,Coastal India / Marine,,2021,11,iNaturalist,Scientific,317220667,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,22,80,Open_Ocean
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,21.9818641,81.1012858,India,Coastal India / Marine,,2021,9,iNaturalist,Scientific,317210133,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,LC/Not Evaluated,21,81,Open_Ocean
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,21.9818641,81.1012858,India,Coastal India / Marine,,2021,9,iNaturalist,Scientific,317210130,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,LC/Not Evaluated,21,81,Open_Ocean
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,21.4511246,82.5185837,India,Coastal India / Marine,,2021,8,iNaturalist,Scientific,317198589,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,LC/Not Evaluated,21,82,Open_Ocean
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,22.6018796733,88.4637147748,India,West Bengal / Assam,,2025,1,iNaturalist,Scientific,317140696,Winter Visitor,Winter (Peak),Terrestrial,High,LC/Not Evaluated,22,88,Mangrove
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,12.1210310751,76.3699414977,India,Tamil Nadu / Kerala,,2025,8,iNaturalist,Scientific,316438694,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,LC/Not Evaluated,12,76,Coral_Reef
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,18.1707474523,83.192894496,India,Coastal India / Marine,,2025,9,iNaturalist,Scientific,316351968,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,LC/Not Evaluated,18,83,Open_Ocean
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,23.1633737613,77.3696126592,India,Coastal India / Marine,,2025,5,iNaturalist,Scientific,315841702,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,23,77,Open_Ocean
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,12.0409551422,75.2099819854,India,Coastal India / Marine,,2025,9,iNaturalist,Scientific,315813265,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,LC/Not Evaluated,12,75,Open_Ocean
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,26.8101743,91.2394832,India,Coastal India / Marine,,2022,3,iNaturalist,Scientific,315734892,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,26,91,Open_Ocean
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,9.5814254339,76.4221025021,India,Tamil Nadu / Kerala,,2025,5,iNaturalist,Scientific,315213399,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,9,76,Coral_Reef
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,16.6219123063,73.4245757296,India,Coastal India / Marine,,2025,9,iNaturalist,Scientific,315047358,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,LC/Not Evaluated,16,73,Open_Ocean
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,28.789,78.260025,India,Coastal India / Marine,,2025,8,iNaturalist,Scientific,314751049,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,LC/Not Evaluated,28,78,Open_Ocean
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,20.2717885,79.3875706,India,Coastal India / Marine,,2025,8,iNaturalist,Scientific,314587778,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,LC/Not Evaluated,20,79,Open_Ocean
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,16.3690617,78.7291101,India,Coastal India / Marine,,2017,3,iNaturalist,Scientific,314543289,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,16,78,Open_Ocean
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,18.4244762372,72.948603109,India,Maharashtra (Coastal),,2025,3,iNaturalist,Scientific,314323929,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,18,72,Open_Ocean
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,10.1532261,76.3376786,India,Tamil Nadu / Kerala,,2025,9,iNaturalist,Scientific,313798050,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,LC/Not Evaluated,10,76,Coral_Reef
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,21.4511246,82.5185837,India,Coastal India / Marine,,2018,10,iNaturalist,Scientific,313607810,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,LC/Not Evaluated,21,82,Open_Ocean
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,15.5646307893,73.7771486118,India,Coastal India / Marine,,2025,9,iNaturalist,Scientific,313062195,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,LC/Not Evaluated,15,73,Coral_Reef
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,12.7948158,77.5916461,India,Tamil Nadu / Kerala,,2025,9,iNaturalist,Scientific,313054717,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,LC/Not Evaluated,12,77,Coral_Reef
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,25.4415343129,81.9686848649,India,Coastal India / Marine,,2025,5,iNaturalist,Scientific,312201964,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,25,81,Open_Ocean
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,20.7506,73.4949,India,Coastal India / Marine,,2025,8,iNaturalist,Scientific,312149536,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,LC/Not Evaluated,20,73,Mangrove
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,9.1084939,76.4836866,India,Tamil Nadu / Kerala,,2025,9,iNaturalist,Scientific,311858409,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,LC/Not Evaluated,9,76,Coral_Reef
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,26.6258253997,94.3607273698,India,Coastal India / Marine,,2025,9,iNaturalist,Scientific,310782482,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,LC/Not Evaluated,26,94,Open_Ocean
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,12.8999061076,74.8273920624,India,Coastal India / Marine,,2025,8,iNaturalist,Scientific,310747542,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,LC/Not Evaluated,12,74,Coral_Reef
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,9.5480996289,77.5482483208,India,Tamil Nadu / Kerala,,2025,8,iNaturalist,Scientific,310456460,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,LC/Not Evaluated,9,77,Coral_Reef
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,21.9167040253,77.9019083083,India,Coastal India / Marine,,2025,8,iNaturalist,Scientific,310390328,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,LC/Not Evaluated,21,77,Open_Ocean
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,17.553165919,73.6082148537,India,Coastal India / Marine,,2025,8,iNaturalist,Scientific,309687005,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,LC/Not Evaluated,17,73,Open_Ocean
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,22.2994956,80.5864278,India,Coastal India / Marine,,2025,1,iNaturalist,Scientific,309532318,Winter Visitor,Winter (Peak),Terrestrial,High,LC/Not Evaluated,22,80,Open_Ocean
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,15.6843116,73.9668408,India,Coastal India / Marine,,2025,7,iNaturalist,Scientific,309242511,Passage Migrant,Monsoon/Breeding,Terrestrial,High,LC/Not Evaluated,15,73,Coral_Reef
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,20.541179,81.6649182,India,Coastal India / Marine,,2019,2,iNaturalist,Scientific,309024353,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,20,81,Open_Ocean
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,20.2717885,79.3875706,India,Coastal India / Marine,,2019,1,iNaturalist,Scientific,309017769,Winter Visitor,Winter (Peak),Terrestrial,High,LC/Not Evaluated,20,79,Open_Ocean
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,23.6329184643,88.0577011406,India,West Bengal / Assam,,2025,8,iNaturalist,Scientific,309007537,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,LC/Not Evaluated,23,88,Mangrove
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,21.4511246,82.5185837,India,Coastal India / Marine,,2019,1,iNaturalist,Scientific,309005852,Winter Visitor,Winter (Peak),Terrestrial,High,LC/Not Evaluated,21,82,Open_Ocean
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,11.2982536,75.8958187,India,Coastal India / Marine,,2025,8,iNaturalist,Scientific,308480779,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,LC/Not Evaluated,11,75,Open_Ocean
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,22.3345132,80.611513,India,Coastal India / Marine,,2018,12,iNaturalist,Scientific,308471108,Winter Visitor,Winter (Peak),Terrestrial,High,LC/Not Evaluated,22,80,Open_Ocean
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,20.2717885,79.3875706,India,Coastal India / Marine,,2025,7,iNaturalist,Scientific,308418517,Passage Migrant,Monsoon/Breeding,Terrestrial,High,LC/Not Evaluated,20,79,Open_Ocean
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,17.4555247134,78.3603622019,India,Coastal India / Marine,,2024,1,iNaturalist,Scientific,308385687,Winter Visitor,Winter (Peak),Terrestrial,High,LC/Not Evaluated,17,78,Open_Ocean
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,15.2989764141,74.1239961237,India,Coastal India / Marine,,2025,8,iNaturalist,Scientific,308363972,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,LC/Not Evaluated,15,74,Coral_Reef
Oriolus xanthornus,Black-hooded Oriole,Aves,Checklist Verified,15.2989764141,74.1239961237,India,Coastal India / Marine,,2025,8,iNaturalist,Scientific,308363772,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,LC/Not Evaluated,15,74,Coral_Reef
